,Age,Catagory,Size,Color
11899,18,0,0,0
11900,24,0,0,0
11901,21,0,0,0
11902,18,0,0,1
11903,24,1,0,0
11904,20,0,0,0
11905,23,0,0,2
11906,20,0,0,0
11907,21,1,0,0
11908,18,1,0,0
11909,18,0,0,2
11910,22,1,0,3
11911,23,0,0,0
11912,18,1,0,1
11913,19,1,0,0
11914,20,1,0,3
11915,23,0,0,0
11916,20,1,0,1
11917,19,1,0,2
11918,22,1,0,0
11919,23,1,0,1
11920,18,0,0,0
11921,20,0,0,1
11922,22,1,0,3
11923,20,0,0,2
11924,18,0,0,0
11925,21,1,0,0
11926,20,1,0,0
11927,24,1,0,0
11928,23,1,0,1
11929,19,1,0,3
11930,22,0,0,2
11931,22,1,0,2
11932,23,1,0,0
11933,24,0,0,2
11934,22,0,0,2
11935,24,0,0,1
11936,20,1,0,0
11937,21,0,0,2
11938,19,1,0,3
11939,23,1,0,2
11940,23,0,0,2
11941,23,1,0,1
11942,19,1,0,2
11943,23,0,0,1
11944,21,1,0,2
11945,24,0,0,0
11946,19,1,0,2
11947,20,1,0,0
11948,24,1,0,3
11949,21,1,0,2
11950,19,0,0,3
11951,24,0,0,0
11952,23,0,0,0
11953,19,0,0,0
11954,18,1,0,0
11955,24,0,0,3
11956,24,0,0,1
11957,23,1,0,1
11958,21,0,0,0
11959,23,1,0,3
11960,22,0,0,2
11961,19,0,0,0
11962,22,1,0,0
11963,18,0,0,2
11964,22,1,0,0
11965,19,0,0,3
11966,18,0,0,0
11967,22,0,0,0
11968,23,0,0,0
11969,24,1,0,0
11970,24,1,0,0
11971,24,0,0,3
11972,19,1,0,2
11973,21,1,0,2
11974,23,0,0,1
11975,18,0,0,2
11976,21,1,0,1
11977,23,1,0,0
11978,22,0,0,3
11979,22,0,0,1
11980,21,0,0,2
11981,22,1,0,2
11982,18,0,0,2
11983,19,0,0,0
11984,18,0,0,3
11985,24,0,0,2
11986,23,0,0,3
11987,21,1,0,3
11988,24,0,0,1
11989,21,1,0,0
11990,24,1,0,0
11991,24,0,0,1
11992,23,1,0,2
11993,19,1,0,2
11994,23,1,0,0
11995,23,1,0,0
11996,21,0,0,1
11997,19,1,0,1
11998,23,1,0,0
11999,23,1,0,2
12000,21,1,0,1
12001,22,0,0,1
12002,22,1,0,3
12003,22,1,0,0
12004,19,1,0,2
12005,18,0,0,2
12006,23,1,0,1
12007,18,0,0,3
12008,21,0,0,1
12009,22,0,0,1
12010,19,1,0,1
12011,23,1,0,0
12012,21,1,0,0
12013,23,0,0,3
12014,22,1,0,2
12015,22,1,0,1
12016,24,0,0,1
12017,19,1,0,1
12018,23,1,0,2
12019,20,0,0,0
12020,20,0,0,2
12021,22,0,0,3
12022,21,0,0,2
12023,18,0,0,3
12024,21,0,0,0
12025,23,1,0,0
12026,22,0,0,0
12027,24,0,0,0
12028,20,1,0,0
12029,18,1,0,0
12030,23,0,0,0
12031,23,0,0,3
12032,23,1,0,2
12033,22,1,0,0
12034,18,1,0,0
12035,23,0,0,1
12036,23,0,0,3
12037,20,0,0,3
12038,24,1,0,2
12039,24,0,0,3
12040,21,1,0,0
12041,24,0,0,0
12042,21,0,0,3
12043,18,0,0,0
12044,22,1,0,0
12045,20,1,0,0
12046,20,0,0,1
12047,18,1,0,3
12048,24,1,0,3
12049,23,0,0,0
12050,18,1,0,2
12051,19,0,0,2
12052,22,0,0,0
12053,18,1,0,1
12054,24,1,0,2
12055,23,0,0,0
12056,20,1,0,2
12057,21,1,0,0
12058,20,0,0,3
12059,20,0,0,1
12060,19,1,0,1
12061,20,1,0,2
12062,22,1,0,1
12063,24,0,0,2
12064,20,0,0,0
12065,19,1,0,0
12066,24,0,0,2
12067,19,1,0,1
12068,18,0,0,3
12069,22,0,0,0
12070,18,0,0,0
12071,23,0,0,3
12072,22,1,0,2
12073,18,0,0,1
12074,22,1,0,2
12075,18,1,0,1
12076,23,0,0,0
12077,24,1,0,1
12078,22,0,0,0
12079,24,1,0,3
12080,18,0,0,0
12081,24,0,0,1
12082,19,1,0,3
12083,18,0,0,2
12084,19,0,0,1
12085,22,1,0,2
12086,21,0,0,0
12087,19,0,0,1
12088,22,1,0,3
12089,23,1,0,2
12090,19,1,0,1
12091,20,0,0,0
12092,20,1,0,0
12093,21,1,0,3
12094,18,1,0,3
12095,18,0,0,0
12096,24,0,0,1
12097,18,1,0,0
12098,21,0,0,1
12099,22,1,0,1
12100,18,1,0,3
12101,20,1,0,1
12102,22,1,0,3
12103,20,1,0,0
12104,18,0,0,2
12105,20,1,0,2
12106,18,0,0,2
12107,19,0,0,3
12108,22,1,0,0
12109,20,1,0,1
12110,20,0,0,1
12111,18,1,0,2
12112,18,0,0,2
12113,20,1,0,3
12114,22,1,0,2
12115,20,1,0,0
12116,20,1,0,1
12117,20,0,0,0
12118,23,1,0,2
12119,24,1,0,2
12120,19,1,0,1
12121,19,1,0,2
12122,19,0,0,3
12123,22,1,0,0
12124,21,0,0,3
12125,21,1,0,3
12126,24,1,0,0
12127,21,1,0,1
12128,19,1,0,2
12129,22,1,0,2
12130,20,0,0,1
12131,24,1,0,0
12132,21,1,0,0
12133,22,0,0,3
12134,20,0,0,0
12135,24,1,0,1
12136,23,0,0,0
12137,23,1,0,1
12138,23,1,0,0
12139,23,1,0,0
12140,23,0,0,2
12141,24,1,0,2
12142,22,0,0,1
12143,19,1,0,2
12144,21,1,0,2
12145,23,0,0,0
12146,20,0,0,1
12147,18,1,0,0
12148,18,0,0,2
12149,22,0,0,2
12150,18,0,0,0
12151,23,0,0,1
12152,20,0,0,0
12153,22,0,0,3
12154,21,1,0,3
12155,18,0,0,0
12156,18,1,0,3
12157,21,0,0,0
12158,18,1,0,0
12159,24,1,0,2
12160,18,0,0,2
12161,21,0,0,1
12162,19,1,0,0
12163,18,1,0,0
12164,23,1,0,3
12165,22,1,0,3
12166,19,0,0,0
12167,21,0,0,3
12168,23,1,0,0
12169,19,1,0,1
12170,19,0,0,3
12171,24,1,0,1
12172,19,0,0,0
12173,19,1,0,3
12174,20,0,0,0
12175,20,0,0,3
12176,23,0,0,0
12177,24,0,0,0
12178,21,1,0,0
12179,21,1,0,1
12180,19,0,0,1
12181,18,0,0,0
12182,23,1,0,0
12183,21,0,0,0
12184,23,1,0,2
12185,18,1,0,2
12186,24,0,0,2
12187,21,1,0,2
12188,20,0,0,0
12189,22,0,0,1
12190,22,0,0,0
12191,20,1,0,1
12192,19,0,0,2
12193,23,1,0,1
12194,24,0,0,0
12195,22,0,0,1
12196,20,1,0,2
12197,20,1,0,2
12198,24,0,0,2
12199,19,0,0,0
12200,20,0,0,2
12201,19,1,0,1
12202,22,0,0,0
12203,23,1,0,0
12204,20,0,0,0
12205,22,1,0,1
12206,18,0,0,0
12207,22,1,0,0
12208,22,1,0,3
12209,23,1,0,1
12210,22,1,0,2
12211,19,1,0,0
12212,22,1,0,0
12213,22,1,0,0
12214,20,0,0,3
12215,23,0,0,0
12216,22,1,0,1
12217,21,0,0,1
12218,20,1,0,3
12219,18,0,0,0
12220,22,1,0,2
12221,19,1,0,2
12222,19,0,0,3
12223,20,0,0,1
12224,24,0,0,0
12225,24,0,0,2
12226,18,1,0,0
12227,24,1,0,2
12228,20,1,0,3
12229,24,0,0,1
12230,19,0,0,3
12231,20,0,0,3
12232,20,1,0,1
12233,21,0,0,2
12234,21,0,0,1
12235,23,0,0,0
12236,18,1,0,1
12237,24,1,0,2
12238,21,0,0,2
12239,23,1,0,0
12240,18,0,0,0
12241,23,1,0,2
12242,24,0,0,1
12243,18,0,0,0
12244,18,1,0,0
12245,24,1,0,0
12246,18,0,0,2
12247,18,1,0,0
12248,19,1,0,1
12249,22,0,0,2
12250,18,0,0,0
12251,21,0,0,2
12252,22,1,0,1
12253,18,1,0,3
12254,22,0,0,1
12255,20,1,0,0
12256,18,0,0,0
12257,20,1,0,0
12258,18,0,0,2
12259,23,1,0,2
12260,24,0,0,1
12261,21,0,0,1
12262,23,0,0,1
12263,23,0,0,1
12264,20,1,0,3
12265,18,0,0,3
12266,22,0,0,2
12267,18,1,0,1
12268,23,0,0,0
12269,18,0,0,3
12270,21,1,0,1
12271,18,0,0,1
12272,18,1,0,1
12273,24,1,0,2
12274,19,1,0,3
12275,18,1,0,0
12276,20,1,0,1
12277,22,0,0,0
12278,23,1,0,0
12279,22,1,0,2
12280,20,1,0,1
12281,24,1,0,0
12282,18,1,0,3
12283,24,1,0,0
12284,18,1,0,3
12285,21,0,0,0
12286,19,0,0,1
12287,19,1,0,0
12288,22,0,0,0
12289,22,0,0,0
12290,20,0,0,2
12291,20,0,0,0
12292,20,0,0,0
12293,22,1,0,1
12294,20,0,0,0
12295,23,0,0,1
12296,22,0,0,2
12297,19,1,0,1
12298,18,1,0,1
12299,22,1,0,3
12300,18,0,0,1
12301,18,0,0,0
12302,24,1,0,3
12303,23,0,0,0
12304,21,0,0,0
12305,20,0,0,0
12306,20,1,0,2
12307,18,1,0,1
12308,22,1,0,0
12309,22,1,0,2
12310,18,0,0,0
12311,20,0,0,1
12312,18,1,0,2
12313,20,0,0,0
12314,18,1,0,2
12315,23,1,0,3
12316,18,0,0,1
12317,24,0,0,2
12318,21,1,0,0
12319,18,1,0,0
12320,23,0,0,0
12321,22,1,0,0
12322,24,1,0,0
12323,21,0,0,0
12324,22,1,0,3
12325,23,1,0,2
12326,20,0,0,2
12327,22,1,0,0
12328,22,0,0,1
12329,22,1,0,0
12330,24,0,0,3
12331,19,0,0,0
12332,20,0,0,1
12333,23,0,0,2
12334,21,1,0,2
12335,19,0,0,1
12336,19,0,0,2
12337,23,0,0,3
12338,22,0,0,1
12339,22,1,0,1
12340,18,0,0,2
12341,22,0,0,0
12342,23,0,0,0
12343,18,1,0,0
12344,20,0,0,2
12345,18,0,0,2
12346,19,0,0,1
12347,19,0,0,3
12348,24,0,0,2
12349,23,1,0,1
12350,23,0,0,2
12351,24,1,0,0
12352,20,0,0,0
12353,23,0,0,1
12354,21,1,0,3
12355,24,0,0,3
12356,20,0,0,0
12357,22,1,0,1
12358,20,0,0,0
12359,21,1,0,0
12360,18,0,0,3
12361,24,0,0,1
12362,20,0,0,0
12363,18,1,0,0
12364,23,0,0,1
12365,21,0,0,0
12366,21,1,0,1
12367,24,1,0,0
12368,23,0,0,3
12369,20,1,0,0
12370,21,1,0,1
12371,21,0,0,3
12372,18,1,0,1
12373,23,0,0,3
12374,22,1,0,0
12375,18,0,0,2
12376,21,0,0,3
12377,21,0,0,0
12378,23,1,0,0
12379,24,0,0,0
12380,23,0,0,0
12381,23,1,0,2
12382,22,1,0,1
12383,23,0,0,1
12384,21,1,0,0
12385,19,0,0,0
12386,20,1,0,1
12387,19,0,0,1
12388,24,0,0,0
12389,18,1,0,0
12390,18,1,0,0
12391,21,0,0,0
12392,24,1,0,0
12393,20,1,0,0
12394,19,0,0,1
12395,20,0,0,0
12396,20,1,0,2
12397,18,1,0,2
12398,18,0,0,0
12399,21,0,0,3
12400,22,1,0,2
12401,18,1,0,3
12402,24,0,0,2
12403,18,0,0,0
12404,18,0,0,0
12405,24,1,0,2
12406,21,0,0,0
12407,23,1,0,1
12408,18,1,0,2
12409,24,1,0,1
12410,20,0,0,0
12411,19,0,0,1
12412,24,0,0,0
12413,21,1,0,0
12414,22,1,0,2
12415,22,0,0,2
12416,20,0,0,0
12417,24,0,0,3
12418,24,1,0,1
12419,22,0,0,0
12420,24,0,0,1
12421,22,1,0,0
12422,22,1,0,1
12423,20,0,0,1
12424,24,0,0,2
12425,21,1,0,1
12426,23,0,0,1
12427,22,0,0,2
12428,22,1,0,0
12429,18,1,0,2
12430,21,1,0,2
12431,18,0,0,3
12432,22,1,0,2
12433,23,0,0,0
12434,24,0,0,0
12435,24,1,0,0
12436,18,0,0,2
12437,20,1,0,0
12438,18,0,0,2
12439,24,1,0,1
12440,22,1,0,0
12441,19,0,0,0
12442,21,1,0,2
12443,23,0,0,1
12444,23,1,0,3
12445,18,1,0,0
12446,22,0,0,1
12447,22,1,0,2
12448,20,1,0,0
12449,22,1,0,3
12450,19,0,0,0
12451,21,1,0,1
12452,24,0,0,0
12453,22,0,0,0
12454,23,0,0,1
12455,22,1,0,2
12456,23,0,0,3
12457,24,0,0,3
12458,21,1,0,1
12459,23,0,0,3
12460,22,1,0,1
12461,22,1,0,3
12462,22,0,0,1
12463,23,0,0,1
12464,20,1,0,3
12465,23,1,0,2
12466,20,0,0,1
12467,18,1,0,0
12468,22,0,0,1
12469,23,1,0,0
12470,21,0,0,0
12471,18,1,0,0
12472,21,1,0,1
12473,18,0,0,2
12474,21,1,0,2
12475,20,1,0,2
12476,19,1,0,0
12477,19,1,0,1
12478,18,0,0,3
12479,19,0,0,0
12480,21,0,0,1
12481,24,1,0,0
12482,19,1,0,2
12483,19,1,0,1
12484,22,1,0,2
12485,22,1,0,0
12486,22,1,0,1
12487,21,1,0,3
12488,19,0,0,0
12489,22,0,0,0
12490,18,1,0,2
12491,23,0,0,3
12492,19,0,0,2
12493,24,0,0,0
12494,20,1,0,0
12495,19,0,0,0
12496,20,1,0,3
12497,23,0,0,0
12498,23,0,0,0
12499,21,0,0,2
12500,24,0,0,1
12501,24,0,0,0
12502,22,0,0,2
12503,20,1,0,0
12504,21,1,0,3
12505,24,0,0,1
12506,21,0,0,2
12507,21,1,0,2
12508,19,1,0,0
12509,20,1,0,0
12510,24,0,0,2
12511,23,1,0,2
12512,18,0,0,2
12513,24,1,0,1
12514,19,1,0,3
12515,18,1,0,1
12516,20,0,0,2
12517,22,0,0,3
12518,19,0,0,0
12519,18,0,0,1
12520,23,1,0,0
12521,21,1,0,2
12522,23,0,0,3
12523,24,1,0,2
12524,22,1,0,1
12525,24,0,0,3
12526,23,0,0,0
12527,22,1,0,1
12528,24,1,0,0
12529,24,1,0,0
12530,21,1,0,2
12531,21,1,0,0
12532,18,1,0,1
12533,23,1,0,0
12534,19,1,0,0
12535,20,0,0,0
12536,19,1,0,0
12537,19,1,0,0
12538,23,1,0,2
12539,20,0,0,1
12540,20,0,0,1
12541,20,1,0,1
12542,22,0,0,0
12543,19,0,0,0
12544,20,0,0,2
12545,22,1,0,2
12546,20,0,0,2
12547,18,0,0,1
12548,20,0,0,0
12549,19,0,0,0
12550,20,0,0,2
12551,19,0,0,0
12552,23,1,0,3
12553,23,1,0,3
12554,18,0,0,0
12555,20,0,0,3
12556,20,0,0,1
12557,23,0,0,1
12558,18,0,0,0
12559,24,1,0,0
12560,18,1,0,1
12561,22,1,0,2
12562,19,1,0,0
12563,19,1,0,2
12564,23,0,0,1
12565,24,1,0,1
12566,18,0,0,1
12567,18,0,0,0
12568,20,0,0,3
12569,23,1,0,1
12570,21,1,0,1
12571,23,1,0,3
12572,18,0,0,0
12573,20,0,0,0
12574,24,1,0,3
12575,20,1,0,0
12576,23,1,0,1
12577,24,1,0,3
12578,22,0,0,1
12579,21,0,0,2
12580,20,1,0,3
12581,21,1,0,0
12582,18,0,0,0
12583,22,0,0,0
12584,18,0,0,2
12585,24,1,0,1
12586,20,0,0,3
12587,21,0,0,2
12588,23,0,0,3
12589,19,0,0,1
12590,20,1,0,2
12591,21,1,0,1
12592,22,0,0,2
12593,22,1,0,2
12594,24,0,0,2
12595,20,0,0,0
12596,18,1,0,0
12597,23,0,0,0
12598,21,1,0,3
12599,24,1,0,1
12600,19,1,0,0
12601,18,1,0,0
12602,22,1,0,3
12603,24,0,0,1
12604,24,1,0,2
12605,23,0,0,1
12606,19,1,0,1
12607,24,1,0,0
12608,22,0,0,1
12609,21,0,0,2
12610,21,1,0,0
12611,19,1,0,1
12612,20,0,0,0
12613,22,1,0,2
12614,21,0,0,1
12615,22,1,0,0
12616,22,0,0,0
12617,24,1,0,0
12618,19,1,0,2
12619,24,0,0,0
12620,19,1,0,1
12621,23,1,0,2
12622,23,1,0,0
12623,19,1,0,1
12624,23,0,0,1
12625,19,0,0,0
12626,20,1,0,1
12627,23,0,0,0
12628,22,1,0,3
12629,21,0,0,2
12630,23,1,0,0
12631,23,0,0,0
12632,22,0,0,2
12633,19,0,0,0
12634,22,0,0,2
12635,20,0,0,0
12636,23,0,0,0
12637,19,1,0,2
12638,20,0,0,2
12639,18,1,0,2
12640,20,0,0,0
12641,23,0,0,1
12642,19,1,0,1
12643,21,1,0,3
12644,23,1,0,3
12645,19,0,0,0
12646,21,0,0,2
12647,20,1,0,0
12648,18,1,0,0
12649,22,0,0,0
12650,23,0,0,3
12651,20,0,0,0
12652,24,0,0,2
12653,23,0,0,2
12654,20,0,0,1
12655,19,1,0,2
12656,21,0,0,3
12657,20,0,0,0
12658,22,1,0,1
12659,18,1,0,1
12660,21,0,0,1
12661,22,0,0,1
12662,18,0,0,0
12663,18,1,0,2
12664,18,0,0,2
12665,23,0,0,1
12666,23,0,0,1
12667,22,0,0,1
12668,22,0,0,2
12669,20,0,0,2
12670,23,1,0,1
12671,22,1,0,3
12672,23,0,0,3
12673,18,0,0,0
12674,18,0,0,3
12675,24,1,0,1
12676,20,0,0,0
12677,23,0,0,2
12678,19,1,0,0
12679,18,1,0,2
12680,21,0,0,2
12681,19,1,0,0
12682,24,0,0,2
12683,21,0,0,2
12684,20,1,0,2
12685,24,0,0,1
12686,18,0,0,2
12687,18,1,0,0
12688,20,0,0,1
12689,20,0,0,1
12690,24,0,0,0
12691,22,0,0,3
12692,18,1,0,1
12693,24,0,0,0
12694,23,0,0,3
12695,19,0,0,0
12696,22,0,0,2
12697,20,1,0,3
12698,20,1,0,1
12699,19,1,0,0
12700,21,1,0,1
12701,22,1,0,1
12702,20,0,0,0
12703,18,1,0,2
12704,24,0,0,2
12705,18,1,0,0
12706,19,0,0,0
12707,24,0,0,1
12708,18,0,0,3
12709,20,0,0,2
12710,22,0,0,3
12711,18,1,0,0
12712,18,0,0,0
12713,21,1,0,0
12714,20,1,0,2
12715,22,1,0,3
12716,22,1,0,1
12717,18,1,0,3
12718,21,1,0,2
12719,18,1,0,2
12720,18,0,0,0
12721,22,1,0,2
12722,20,0,0,0
12723,18,0,0,1
12724,18,0,0,1
12725,18,1,0,1
12726,19,0,0,0
12727,19,1,0,0
12728,19,1,0,2
12729,23,0,0,3
12730,22,0,0,3
12731,21,1,0,0
12732,22,0,0,1
12733,21,0,0,3
12734,19,1,0,0
12735,20,1,0,1
12736,19,1,0,1
12737,19,1,0,0
12738,18,1,0,0
12739,24,0,0,2
12740,23,0,0,3
12741,19,0,0,2
12742,18,0,0,2
12743,21,1,0,1
12744,20,1,0,3
12745,23,1,0,3
12746,19,0,0,2
12747,24,1,0,1
12748,24,1,0,0
12749,23,0,0,0
12750,18,1,0,0
12751,21,1,0,1
12752,24,0,0,2
12753,24,1,0,0
12754,23,1,0,3
12755,23,1,0,3
12756,21,1,0,0
12757,20,0,0,1
12758,23,0,0,2
12759,23,1,0,0
12760,23,1,0,1
12761,21,0,0,2
12762,22,0,0,1
12763,18,1,0,2
12764,21,0,0,2
12765,24,1,0,0
12766,21,1,0,3
12767,24,0,0,0
12768,23,0,0,2
12769,23,1,0,3
12770,20,1,0,2
12771,20,1,0,0
12772,21,0,0,1
12773,21,0,0,1
12774,18,0,0,0
12775,19,0,0,1
12776,21,0,0,2
12777,22,1,0,1
12778,23,0,0,1
12779,24,1,0,2
12780,23,0,0,0
12781,23,1,0,2
12782,24,1,0,2
12783,21,0,0,3
12784,22,0,0,1
12785,24,0,0,3
12786,20,1,0,1
12787,18,0,0,0
12788,20,0,0,1
12789,20,0,0,0
12790,21,0,0,0
12791,18,0,0,3
12792,20,0,0,0
12793,18,0,0,1
12794,22,1,0,2
12795,21,0,0,3
12796,24,0,0,2
12797,21,0,0,2
12798,23,1,0,1
12799,23,0,0,0
12800,18,0,0,2
12801,20,1,0,1
12802,22,1,0,1
12803,20,0,0,2
12804,23,1,0,0
12805,23,0,0,1
12806,21,1,0,1
12807,24,1,0,0
12808,23,0,0,3
12809,22,0,0,1
12810,23,1,0,2
12811,19,0,0,0
12812,20,1,0,1
12813,19,0,0,3
12814,18,0,0,0
12815,20,1,0,3
12816,24,0,0,0
12817,22,1,0,1
12818,22,1,0,2
12819,23,1,0,3
12820,22,0,0,2
12821,24,1,0,2
12822,18,1,0,0
12823,24,1,0,1
12824,20,0,0,0
12825,21,0,0,0
12826,19,1,0,1
12827,20,0,0,3
12828,23,1,0,1
12829,19,1,0,0
12830,18,1,0,2
12831,24,1,0,0
12832,23,0,0,2
12833,20,1,0,2
12834,19,1,0,2
12835,23,1,0,0
12836,23,0,0,1
12837,21,1,0,0
12838,23,1,0,0
12839,20,0,0,2
12840,19,0,0,0
12841,24,0,0,0
12842,21,1,0,0
12843,22,1,0,0
12844,18,1,0,1
12845,19,1,0,1
12846,22,1,0,0
12847,22,0,0,0
12848,22,0,0,0
12849,18,1,0,2
12850,22,1,0,2
12851,24,0,0,1
12852,21,0,0,3
12853,20,0,0,1
12854,18,1,0,0
12855,24,0,0,2
12856,24,0,0,1
12857,22,0,0,0
12858,21,1,0,2
12859,21,0,0,2
12860,24,0,0,0
12861,22,1,0,3
12862,23,1,0,0
12863,20,1,0,1
12864,18,0,0,3
12865,19,1,0,2
12866,22,0,0,1
12867,19,1,0,0
12868,18,0,0,0
12869,23,1,0,2
12870,18,1,0,2
12871,23,1,0,1
12872,20,1,0,3
12873,19,0,0,3
12874,24,1,0,1
12875,22,1,0,0
12876,18,0,0,0
12877,19,1,0,1
12878,23,0,0,0
12879,23,1,0,1
12880,22,0,0,0
12881,23,1,0,1
12882,19,0,0,2
12883,22,0,0,0
12884,18,0,0,0
12885,18,1,0,0
12886,20,0,0,0
12887,22,0,0,2
12888,22,0,0,1
12889,24,1,0,1
12890,20,0,0,1
12891,24,1,0,2
12892,24,1,0,2
12893,19,0,0,2
12894,21,0,0,0
12895,24,0,0,3
12896,19,1,0,0
12897,20,1,0,3
12898,23,0,0,0
12899,21,1,0,0
12900,19,0,0,1
12901,21,0,0,1
12902,23,0,0,0
12903,19,1,0,1
12904,21,1,0,0
12905,21,1,0,3
12906,19,1,0,0
12907,18,0,0,0
12908,19,1,0,2
12909,19,1,0,3
12910,18,1,0,0
12911,24,1,0,0
12912,18,0,0,2
12913,23,0,0,0
12914,22,0,0,0
12915,22,1,0,3
12916,19,0,0,3
12917,23,0,0,3
12918,23,1,0,0
12919,21,1,0,2
12920,22,1,0,3
12921,20,1,0,0
12922,20,1,0,0
12923,21,0,0,0
12924,23,0,0,1
12925,22,0,0,2
12926,18,0,0,2
12927,20,0,0,0
12928,19,1,0,0
12929,20,0,0,2
12930,22,0,0,2
12931,20,0,0,0
12932,23,1,0,0
12933,24,1,0,2
12934,22,1,0,0
12935,23,0,0,0
12936,23,0,0,2
12937,19,0,0,0
12938,18,1,0,3
12939,22,1,0,3
12940,24,0,0,0
12941,24,0,0,1
12942,21,0,0,0
12943,22,1,0,2
12944,18,1,0,3
12945,18,0,0,2
12946,20,1,0,1
12947,19,1,0,0
12948,20,0,0,2
12949,22,1,0,3
12950,19,0,0,2
12951,20,0,0,1
12952,22,0,0,0
12953,20,1,0,2
12954,18,0,0,0
12955,22,0,0,3
12956,19,1,0,0
12957,19,0,0,2
12958,18,1,0,2
12959,20,0,0,0
12960,24,1,0,2
12961,19,0,0,0
12962,20,1,0,2
12963,22,1,0,1
12964,24,1,0,3
12965,22,1,0,1
12966,19,0,0,0
12967,21,1,0,0
12968,19,0,0,3
12969,20,1,0,3
12970,24,1,0,3
12971,21,1,0,0
12972,19,1,0,1
12973,24,1,0,3
12974,20,1,0,0
12975,21,1,0,2
12976,23,0,0,0
12977,20,0,0,3
12978,19,1,0,0
12979,21,1,0,0
12980,22,0,0,0
12981,24,0,0,3
12982,18,0,0,2
12983,23,1,0,1
12984,19,0,0,1
12985,19,0,0,2
12986,24,0,0,2
12987,24,0,0,2
12988,20,1,0,3
12989,20,0,0,2
12990,18,1,0,2
12991,24,1,0,0
12992,18,0,0,0
12993,20,0,0,0
12994,21,0,0,1
12995,21,1,0,1
12996,24,1,0,2
12997,19,1,0,0
12998,23,1,0,3
12999,19,0,0,0
13000,24,3,0,1
13001,26,3,0,3
13002,24,3,0,1
13003,24,3,0,0
13004,26,3,0,2
13005,25,3,0,0
13006,26,3,0,0
13007,25,3,0,2
13008,25,3,0,3
13009,24,3,0,2
13010,23,3,0,1
13011,26,3,0,1
13012,23,3,0,0
13013,25,3,0,3
13014,25,3,0,2
13015,24,3,0,2
13016,25,3,0,0
13017,23,3,0,0
13018,24,3,0,3
13019,25,3,0,3
13020,24,3,0,0
13021,26,3,0,3
13022,26,3,0,3
13023,26,3,0,1
13024,24,3,0,2
13025,25,3,0,0
13026,24,3,0,0
13027,23,3,0,1
13028,25,3,0,1
13029,23,3,0,1
13030,25,3,0,1
13031,26,3,0,1
13032,26,3,0,1
13033,26,3,0,2
13034,26,3,0,0
13035,24,3,0,3
13036,26,3,0,2
13037,24,3,0,0
13038,25,3,0,2
13039,26,3,0,2
13040,23,3,0,0
13041,24,3,0,2
13042,24,3,0,2
13043,26,3,0,0
13044,24,3,0,1
13045,25,3,0,0
13046,23,3,0,2
13047,24,3,0,0
13048,23,3,0,1
13049,24,3,0,0
13050,26,3,0,0
13051,23,3,0,0
13052,25,3,0,0
13053,23,3,0,3
13054,26,3,0,3
13055,25,3,0,0
13056,26,3,0,2
13057,26,3,0,0
13058,23,3,0,3
13059,26,3,0,0
13060,25,3,0,0
13061,23,3,0,0
13062,23,3,0,3
13063,23,3,0,0
13064,24,3,0,1
13065,26,3,0,2
13066,23,3,0,0
13067,24,3,0,0
13068,26,3,0,0
13069,24,3,0,0
13070,24,3,0,0
13071,26,3,0,0
13072,23,3,0,2
13073,26,3,0,1
13074,26,3,0,0
13075,24,3,0,3
13076,26,3,0,1
13077,26,3,0,1
13078,26,3,0,2
13079,26,3,0,1
13080,25,3,0,3
13081,23,3,0,2
13082,25,3,0,1
13083,23,3,0,3
13084,26,3,0,0
13085,23,3,0,1
13086,24,3,0,2
13087,26,3,0,2
13088,23,3,0,0
13089,23,3,0,0
13090,24,3,0,0
13091,26,3,0,1
13092,25,3,0,2
13093,25,3,0,0
13094,26,3,0,0
13095,23,3,0,1
13096,23,3,0,0
13097,24,3,0,2
13098,25,3,0,3
13099,23,3,0,1
13100,24,3,0,0
13101,23,3,0,3
13102,25,3,0,0
13103,23,3,0,2
13104,25,3,0,0
13105,24,3,0,2
13106,26,3,0,3
13107,26,3,0,0
13108,26,3,0,2
13109,26,3,0,1
13110,26,3,0,2
13111,23,3,0,3
13112,23,3,0,0
13113,26,3,0,1
13114,24,3,0,1
13115,23,3,0,0
13116,24,3,0,3
13117,23,3,0,0
13118,26,3,0,3
13119,26,3,0,0
13120,23,3,0,3
13121,23,3,0,0
13122,25,3,0,2
13123,25,3,0,2
13124,25,3,0,0
13125,26,3,0,3
13126,26,3,0,1
13127,23,3,0,3
13128,23,3,0,2
13129,23,3,0,0
13130,26,3,0,2
13131,23,3,0,2
13132,25,3,0,3
13133,23,3,0,3
13134,26,3,0,3
13135,24,3,0,1
13136,26,3,0,2
13137,23,3,0,1
13138,25,3,0,0
13139,25,3,0,0
13140,23,3,0,1
13141,23,3,0,1
13142,25,3,0,2
13143,23,3,0,2
13144,24,3,0,3
13145,26,3,0,2
13146,25,3,0,0
13147,23,3,0,0
13148,25,3,0,2
13149,24,3,0,2
13150,23,3,0,0
13151,25,3,0,2
13152,24,3,0,1
13153,23,3,0,2
13154,26,3,0,3
13155,25,3,0,0
13156,25,3,0,3
13157,25,3,0,2
13158,24,3,0,3
13159,24,3,0,3
13160,23,3,0,0
13161,26,3,0,0
13162,23,3,0,0
13163,26,3,0,0
13164,25,3,0,0
13165,26,3,0,2
13166,26,3,0,2
13167,26,3,0,0
13168,23,3,0,3
13169,26,3,0,3
